1, 45.738594 0001.mov;
2, 31.790951 0002.mov;
3, 37.988243 0003.mov;
4, 17.45384 0004.mov;
5, 18.123295 0005.mov;
6, 39.532787 0006.mov;
7, 32.763893 0007.mov;
8, 20.108997 0008.mov;
9, 20.580742 0009.mov;
10, 27.956484 0010.mov;
11, 31.682995 0011.mov;
12, 33.028568 0012.mov;
13, 16.676043 0013.mov;
14, 21.652187 0014.mov;
15, 30.994623 0015.mov;
16, 40.420155 0016.mov;
17, 17.934387 0017.mov;
18, 21.105469 0018.mov;
19, 36.504845 0019.mov;
20, 18.527357 0020.mov;
21, 29.11862 0021.mov;
22, 31.029127 0022.mov;
23, 38.07 0023.mov;
24, 22.866432 0024.mov;
25, 33.820793 0025.mov;
26, 38.074493 0026.mov;
27, 20.649452 0027.mov;
28, 57.294922 0028.mov;
29, 32.148006 0029.mov;
30, 38.709454 0030.mov;
31, 19.539557 0031.mov;
32, 19.946796 0032.mov;
33, 26.214453 0033.mov;
34, 23.976068 0034.mov;
35, 16.715651 0035.mov;
36, 17.639832 0036.mov;
37, 27.011602 0037.mov;
38, 28.725924 0038.mov;
39, 30.917643 0039.mov;
40, 36.462357 0040.mov;
41, 33.212254 0041.mov;
42, 37.73164 0042.mov;
43, 22.913763 0043.mov;
44, 34.44582 0044.mov;
45, 32.640469 0045.mov;
46, 23.661497 0046.mov;
47, 37.346756 0047.mov;
48, 35.015038 0048.mov;
49, 36.612537 0049.mov;
50, 26.964674 0050.mov;
51, 42.886276 0051.mov;
52, 40.558243 0052.mov;
53, 25.094662 0053.mov;
54, 23.80125 0054.mov;
55, 31.705755 0055.mov;
56, 21.430847 0056.mov;
57, 22.631264 0057.mov;
58, 26.531992 0058.mov;
59, 27.562214 0059.mov;
60, 30.277748 0060.mov;
61, 31.766172 0061.mov;
62, 33.391457 0062.mov;
63, 27.238359 0063.mov;
64, 37.658451 0064.mov;
65, 24.73349 0065.mov;
66, 24.841875 0066.mov;
67, 32.266537 0067.mov;
68, 34.808697 0068.mov;
69, 45.507736 0069.mov;
70, 27.195885 0070.mov;
71, 28.209883 0071.mov;
72, 21.50802 0072.mov;
73, 22.373177 0073.mov;
74, 33.316929 0074.mov;
75, 33.625248 0075.mov;
76, 34.625259 0076.mov;
77, 32.792068 0077.mov;
78, 28.340443 0078.mov;
79, 31.1 0079.mov;
80, 26.297657 0080.mov;
81, 25.112968 0081.mov;
82, 39.576275 0082.mov;
83, 28.837513 0083.mov;
84, 29.985052 0084.mov;
85, 34.68565 0085.mov;
86, 37.489388 0086.mov;
87, 27.56345 0087.mov;
88, 45.864803 0088.mov;
89, 37.29673 0089.mov;
90, 36.277435 0090.mov;
91, 39.233566 0091.mov;
92, 39.608398 0092.mov;
93, 29.896523 0093.mov;
94, 31.561237 0094.mov;
95, 28.235079 0095.mov;
96, 29.640652 0096.mov;
97, 33.730614 0097.mov;
98, 26.967058 0098.mov;
99, 26.374544 0099.mov;
100, 19.546471 0100.mov;
101, 38.084011 0101.mov;
102, 23.606133 0102.mov;
103, 23.071302 0103.mov;
104, 23.486433 0104.mov;
105, 25.744284 0105.mov;
106, 26.596445 0106.mov;
107, 26.651432 0107.mov;
108, 17.76944 0108.mov;
109, 28.54 0109.mov;
110, 20.615755 0110.mov;
111, 28.149506 0111.mov;
112, 26.695248 0112.mov;
113, 23.483763 0113.mov;
114, 28.43 0114.mov;
115, 36.723778 0115.mov;
116, 34.493881 0116.mov;
117, 28.369036 0117.mov;
118, 22.765652 0118.mov;
119, 21.395287 0119.mov;
120, 21.249805 0120.mov;
121, 23.050325 0121.mov;
122, 15.142474 0122.mov;
123, 19.196745 0123.mov;
124, 17.297188 0124.mov;
125, 22.661446 0125.mov;
126, 15.139441 0126.mov;
127, 13.163217 0127.mov;
128, 31.758867 0128.mov;
129, 25.467331 0129.mov;
130, 27.442474 0130.mov;
131, 16.947109 0131.mov;
132, 32.359089 0132.mov;
133, 27.088125 0133.mov;
134, 25.275963 0134.mov;
135, 24.174114 0135.mov;
136, 27.134727 0136.mov;
137, 18.354101 0137.mov;
138, 24.242214 0138.mov;
139, 19.589218 0139.mov;
140, 23.581902 0140.mov;
141, 19.37793 0141.mov;
142, 28.212475 0142.mov;
143, 19.125351 0143.mov;
144, 26.5 0144.mov;
145, 26.880665 0145.mov;
146, 14.84 0146.mov;
147, 25.66918 0147.mov;
148, 25.933632 0148.mov;
149, 25.561029 0149.mov;
150, 28.590963 0150.mov;
151, 16.939062 0151.mov;
152, 14.175104 0152.mov;
153, 24.78336 0153.mov;
154, 24.586601 0154.mov;
155, 23.541927 0155.mov;
156, 22.787865 0156.mov;
157, 22.018255 0157.mov;
158, 18.355207 0158.mov;
159, 36.065235 0159.mov;
160, 20.07707 0160.mov;
161, 35.684765 0161.mov;
162, 26.2078 0162.mov;
163, 25.287317 0163.mov;
164, 30.230247 0164.mov;
165, 38.178009 0165.mov;
166, 37.213634 0166.mov;
167, 39.071953 0167.mov;
168, 42.895416 0168.mov;
169, 20.893061 0169.mov;
170, 21.749622 0170.mov;
171, 17.403021 0171.mov;
172, 25.663828 0172.mov;
173, 34.326069 0173.mov;
174, 18.424662 0174.mov;
175, 46.395977 0175.mov;
176, 41.258934 0176.mov;
177, 28.005117 0177.mov;
178, 25.453176 0178.mov;
179, 37.260262 0179.mov;
180, 57.278423 0180.mov;
181, 42.666485 0181.mov;
182, 37.038452 0182.mov;
183, 35.433372 0183.mov;
184, 34.370235 0184.mov;
185, 27.567083 0185.mov;
186, 23.996941 0186.mov;
187, 17.092123 0187.mov;
188, 17.213373 0188.mov;
189, 39.543751 0189.mov;
190, 21.68 0190.mov;
191, 24.281406 0191.mov;
192, 24.774427 0192.mov;
193, 30.698204 0193.mov;
194, 31.649128 0194.mov;
195, 19.948997 0195.mov;
196, 36.681652 0196.mov;
197, 22.066641 0197.mov;
198, 20.913815 0198.mov;
199, 18.217031 0199.mov;
200, 18.378712 0200.mov;
201, 35.334637 0201.mov;
202, 37.012943 0202.mov;
203, 30.47789 0203.mov;
204, 25.27957 0204.mov;
205, 27.022825 0205.mov;
206, 15.770443 0206.mov;
207, 38.623722 0207.mov;
208, 24.43685 0208.mov;
209, 19.003998 0209.mov;
210, 23.167917 0210.mov;
211, 30.161394 0211.mov;
212, 26.704428 0212.mov;
213, 32.503529 0213.mov;
214, 26.816433 0214.mov;
215, 31.2 0215.mov;
216, 27.36651 0216.mov;
217, 26.659336 0217.mov;
218, 46.366745 0218.mov;
219, 17.873451 0219.mov;
220, 19.113451 0220.mov;
221, 39.142319 0221.mov;
222, 20.312983 0222.mov;
223, 41.548386 0223.mov;
224, 22.796759 0224.mov;
225, 21.024714 0225.mov;
226, 16.8 0226.mov;
227, 18.282734 0227.mov;
228, 25.855013 0228.mov;
229, 27.844778 0229.mov;
230, 30.245039 0230.mov;
231, 20.646471 0231.mov;
232, 28.530457 0232.mov;
233, 18.217512 0233.mov;
234, 25.220325 0234.mov;
235, 21.19138 0235.mov;
236, 22.59474 0236.mov;
237, 19.019674 0237.mov;
238, 25.820364 0238.mov;
239, 18.083124 0239.mov;
240, 19.885572 0240.mov;
241, 24.001549 0241.mov;
242, 26.096823 0242.mov;
243, 23.693398 0243.mov;
244, 27.951954 0244.mov;
245, 18.079895 0245.mov;
246, 23.539726 0246.mov;
247, 19.77047 0247.mov;
248, 33.766941 0248.mov;
249, 32.72319 0249.mov;
250, 17.019701 0250.mov;
251, 26.524635 0251.mov;
252, 21.253893 0252.mov;
253, 26.950157 0253.mov;
254, 33.654373 0254.mov;
255, 32.833698 0255.mov;
256, 24.181158 0256.mov;
257, 23.619831 0257.mov;
258, 30.525455 0258.mov;
259, 27.763906 0259.mov;
260, 25.272369 0260.mov;
261, 24.038971 0261.mov;
262, 23.590755 0262.mov;
263, 31.259752 0263.mov;
264, 16.96707 0264.mov;
265, 21.024792 0265.mov;
266, 33.416824 0266.mov;
267, 20.983294 0267.mov;
268, 20.635586 0268.mov;
269, 26.795547 0269.mov;
270, 19.531315 0270.mov;
271, 27.646746 0271.mov;
272, 18.698256 0272.mov;
273, 31.668242 0273.mov;
274, 22.38595 0274.mov;
275, 28.547083 0275.mov;
276, 28.94944 0276.mov;
277, 25.654402 0277.mov;
278, 24.970182 0278.mov;
279, 32.912827 0279.mov;
280, 31.362488 0280.mov;
281, 29.898464 0281.mov;
282, 31.07621 0282.mov;
283, 17.585873 0283.mov;
284, 32.482056 0284.mov;
285, 20.166693 0285.mov;
286, 18.287292 0286.mov;
287, 33.169609 0287.mov;
288, 40.522694 0288.mov;
289, 32.145065 0289.mov;
290, 29.632421 0290.mov;
291, 33.141499 0291.mov;
292, 33.068958 0292.mov;
293, 25.067812 0293.mov;
294, 29.197916 0294.mov;
295, 24.653307 0295.mov;
296, 27.597694 0296.mov;
297, 21.54845 0297.mov;
298, 19.557526 0298.mov;
299, 25.967579 0299.mov;
300, 28.098347 0300.mov;
301, 23.048477 0301.mov;
302, 28.738529 0302.mov;
303, 35.094753 0303.mov;
304, 21.933308 0304.mov;
305, 19.895834 0305.mov;
306, 18.270781 0306.mov;
307, 25.408751 0307.mov;
308, 26.483892 0308.mov;
309, 15.071367 0309.mov;
310, 20.818333 0310.mov;
311, 19.553919 0311.mov;
312, 36.015743 0312.mov;
313, 34.411808 0313.mov;
314, 33.960285 0314.mov;
315, 34.820652 0315.mov;
316, 31.185509 0316.mov;
317, 30.601419 0317.mov;
318, 31.348698 0318.mov;
319, 25.966784 0319.mov;
320, 23.514088 0320.mov;
321, 22.275938 0321.mov;
322, 21.00621 0322.mov;
323, 31.80806 0323.mov;
324, 20.045116 0324.mov;
325, 41.253685 0325.mov;
326, 21.315247 0326.mov;
327, 22.682566 0327.mov;
328, 39.69759 0328.mov;
329, 30.015768 0329.mov;
330, 36.884647 0330.mov;
331, 23.20694 0331.mov;
332, 30.040716 0332.mov;
333, 14.17767 0333.mov;
334, 21.389088 0334.mov;
335, 21.724037 0335.mov;
336, 20.074831 0336.mov;
337, 29.137344 0337.mov;
338, 42.277279 0338.mov;
339, 30.741966 0339.mov;
340, 11.007891 0340.mov;
341, 28.864571 0341.mov;
342, 19.392799 0342.mov;
343, 36.165508 0343.mov;
344, 28.706133 0344.mov;
345, 43.784168 0345.mov;
346, 24.155378 0346.mov;
347, 26.27306 0347.mov;
348, 44.078022 0348.mov;
349, 30.890118 0349.mov;
350, 26.55 0350.mov;
351, 41.640221 0351.mov;
352, 34.142994 0352.mov;
353, 15.996146 0353.mov;
354, 28.534531 0354.mov;
355, 44.136795 0355.mov;
356, 35.833256 0356.mov;
357, 31.364258 0357.mov;
358, 30.654324 0358.mov;
359, 26.775196 0359.mov;
360, 19.22724 0360.mov;
361, 21.823112 0361.mov;
362, 38.731171 0362.mov;
363, 36.763348 0363.mov;
364, 28.27586 0364.mov;
365, 23.587799 0365.mov;
366, 46.281433 0366.mov;
367, 42.060886 0367.mov;
368, 36.243996 0368.mov;
369, 28.385157 0369.mov;
370, 30.876497 0370.mov;
371, 27.053307 0371.mov;
372, 42.26849 0372.mov;
373, 38.636082 0373.mov;
374, 26.292149 0374.mov;
375, 24.132397 0375.mov;
376, 42.637318 0376.mov;
377, 27.079271 0377.mov;
378, 30.991653 0378.mov;
379, 27.868359 0379.mov;
380, 36.001743 0380.mov;
381, 24.752539 0381.mov;
382, 23.116823 0382.mov;
383, 29.684818 0383.mov;
384, 43.202499 0384.mov;
385, 29.981602 0385.mov;
386, 29.250639 0386.mov;
387, 27.057396 0387.mov;
388, 23.70698 0388.mov;
389, 24.868828 0389.mov;
390, 22.410625 0390.mov;
391, 36.911236 0391.mov;
392, 39.036041 0392.mov;
393, 23.870234 0393.mov;
394, 46.46 0394.mov;
395, 29.308372 0395.mov;
396, 22.941484 0396.mov;
397, 20.257448 0397.mov;
398, 23.504011 0398.mov;
399, 23.807096 0399.mov;
400, 23.1 0400.mov;
401, 28.129635 0401.mov;
402, 26.813738 0402.mov;
403, 23.360287 0403.mov;
404, 21.777527 0404.mov;
405, 20.827564 0405.mov;
406, 15.6 0406.mov;
407, 15.904362 0407.mov;
408, 27.377735 0408.mov;
409, 19.618958 0409.mov;
410, 32.136002 0410.mov;
411, 39.513607 0411.mov;
412, 24.063385 0412.mov;
413, 25.727968 0413.mov;
414, 31.576679 0414.mov;
415, 21.018789 0415.mov;
416, 30.272709 0416.mov;
417, 27.846302 0417.mov;
418, 21.873907 0418.mov;
419, 29.345064 0419.mov;
420, 23.675261 0420.mov;
421, 21.967852 0421.mov;
422, 27.596041 0422.mov;
423, 21.321732 0423.mov;
424, 27.34655 0424.mov;
425, 16.527916 0425.mov;
426, 20.994089 0426.mov;
427, 21.820196 0427.mov;
428, 31.413879 0428.mov;
429, 18.418255 0429.mov;
430, 34.568451 0430.mov;
431, 29.684322 0431.mov;
432, 24.555014 0432.mov;
433, 36.06 0433.mov;
434, 34.795444 0434.mov;
435, 24.917904 0435.mov;
436, 35.495468 0436.mov;
437, 34.319283 0437.mov;
438, 18.716784 0438.mov;
439, 26.317968 0439.mov;
440, 26.078386 0440.mov;
441, 28.195599 0441.mov;
442, 21.374361 0442.mov;
443, 36.518345 0443.mov;
444, 23.167877 0444.mov;
445, 18.658073 0445.mov;
446, 19.558529 0446.mov;
447, 23.477709 0447.mov;
448, 22.877708 0448.mov;
449, 21.477877 0449.mov;
450, 29.394415 0450.mov;
451, 15.460247 0451.mov;
452, 16.639193 0452.mov;
453, 33.789516 0453.mov;
454, 33.217812 0454.mov;
455, 22.377317 0455.mov;
456, 27.412161 0456.mov;
457, 34.991692 0457.mov;
458, 21.525105 0458.mov;
459, 19.456511 0459.mov;
460, 28.206902 0460.mov;
461, 34.330132 0461.mov;
462, 24.311731 0462.mov;
463, 22.3 0463.mov;
